created_on,name,schema_name,is_builtin,is_aggregate,is_ansi,min_num_arguments,max_num_arguments,arguments,description,catalog_name,is_table_function,valid_for_clustering,is_secure,secrets,external_access_integrations,is_external_function,language,is_memoizable,is_data_metric
2024-10-21 18:03:15.668 -0700,ANALYST_PREVIEW,CORTEX,N,N,N,1,1,ANALYST_PREVIEW(VARCHAR) RETURN VARCHAR,user-defined function,SNOWFLAKE,N,N,N,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AND,,Y,N,Y,2,-1,"AND(BOOLEAN, BOOLEAN) RETURN BOOLEAN","returns TRUE if both inputs are TRUE, FALSE otherwise",,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ANY_VALUE,,Y,Y,N,1,1,ANY_VALUE(ANY) RETURN ANY,Returns the first non-null value of a column,,N,Y,,,,N,SQL,N,N
2023-10-30 10:18:52.621 -0700,APPLICATION_JSON,NOTIFICATION,N,N,N,1,1,APPLICATION_JSON(VARCHAR) RETURN VARCHAR,user-defined function,SNOWFLAKE,N,N,Y,,,N,JAVASCRIPT,N,N
2012-08-01 00:00:00.000 -0700,APPROXIMATE_COUNT_DISTINCT,,Y,Y,N,1,-1,APPROXIMATE_COUNT_DISTINCT(ANY) RETURN NUMBER,approximate distinct row count,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROXIMATE_JACCARD_INDEX,,Y,Y,N,1,1,APPROXIMATE_JACCARD_INDEX(VARIANT) RETURN FLOAT,Similarity approximation of inputs,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROXIMATE_SIMILARITY,,Y,Y,N,1,1,APPROXIMATE_SIMILARITY(VARIANT) RETURN FLOAT,Similarity approximation of inputs,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_COUNT_DISTINCT,,Y,Y,N,1,-1,APPROX_COUNT_DISTINCT(ANY) RETURN NUMBER,approximate distinct row count,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_JENSEN_SHANNON_DISTANCE,,Y,N,N,2,2,"APPROX_JENSEN_SHANNON_DISTANCE(OBJECT, OBJECT) RETURN FLOAT",JENSEN SHANNON DISTANCE VALUE,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_PERCENTILE,,Y,Y,N,2,2,"APPROX_PERCENTILE(FLOAT, FLOAT) RETURN FLOAT",percentile approximation of inputs,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_PERCENTILE_ACCUMULATE,,Y,Y,N,1,1,APPROX_PERCENTILE_ACCUMULATE(FLOAT) RETURN OBJECT,tdigest state in JSON format,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_PERCENTILE_COMBINE,,Y,Y,N,1,1,APPROX_PERCENTILE_COMBINE(OBJECT) RETURN OBJECT,A tdigest state in JSON format,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_PERCENTILE_ESTIMATE,,Y,N,N,2,2,"APPROX_PERCENTILE_ESTIMATE(OBJECT, FLOAT) RETURN FLOAT",ESTIMATED PERCENTILE VALUE,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_PERCENTILE_RANK_ESTIMATE,,Y,N,N,2,2,"APPROX_PERCENTILE_RANK_ESTIMATE(OBJECT, FLOAT) RETURN FLOAT",ESTIMATED RANK,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_ROC_AUC,,Y,N,N,2,2,"APPROX_ROC_AUC(OBJECT, OBJECT) RETURN FLOAT",ROC-AUC VALUE,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_TOP_K,,Y,Y,N,1,3,"APPROX_TOP_K(ANY, DEFAULT NUMBER, DEFAULT NUMBER) RETURN ARRAY",Array containing top k items and their frequencies,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_TOP_K_ACCUMULATE,,Y,Y,N,2,2,"APPROX_TOP_K_ACCUMULATE(ANY, NUMBER) RETURN OBJECT",An internal state,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_TOP_K_COMBINE,,Y,Y,N,1,2,"APPROX_TOP_K_COMBINE(OBJECT, DEFAULT NUMBER) RETURN OBJECT",A state created by combining information from combining  all input,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,APPROX_TOP_K_ESTIMATE,,Y,N,N,1,2,"APPROX_TOP_K_ESTIMATE(OBJECT, DEFAULT NUMBER) RETURN ARRAY",Array containing most common k items and their frequencies,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAYAGG,,Y,Y,N,1,1,ARRAYAGG(ANY) RETURN ARRAY,output array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAYS_OVERLAP,,Y,N,N,2,2,"ARRAYS_OVERLAP(ARRAY, ARRAY) RETURN BOOLEAN, ARRAYS_OVERLAP(ARRAY(ANY), ARRAY(ANY)) RETURN BOOLEAN",Returns true if two arrays have elements in common,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAYS_TO_OBJECT,,Y,N,N,2,2,"ARRAYS_TO_OBJECT(ARRAY, ARRAY) RETURN OBJECT",the resulting object,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAYS_ZIP,,Y,N,N,0,-1,"ARRAYS_ZIP(DEFAULT ARRAY) RETURN ARRAY, ARRAYS_ZIP(DEFAULT ARRAY(ANY)) RETURN ARRAY(ANY)",the resulting zipped list of arrays,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_AGG,,Y,Y,N,1,1,ARRAY_AGG(ANY) RETURN ARRAY,output array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_APPEND,,Y,N,N,2,2,"ARRAY_APPEND(ARRAY, ANY) RETURN ARRAY, ARRAY_APPEND(ARRAY(ANY), ANY) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_CAT,,Y,N,N,2,2,"ARRAY_CAT(ARRAY, ARRAY) RETURN ARRAY, ARRAY_CAT(VARIANT, VARIANT) RETURN ARRAY, ARRAY_CAT(ARRAY, VARIANT) RETURN ARRAY, ARRAY_CAT(VARIANT, ARRAY) RETURN ARRAY, ARRAY_CAT(ARRAY(ANY), ARRAY(ANY)) RETURN ARRAY(ANY)",Concatenate two arrays,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_COMPACT,,Y,N,N,1,1,"ARRAY_COMPACT(ARRAY) RETURN ARRAY, ARRAY_COMPACT(VARIANT) RETURN ARRAY, ARRAY_COMPACT(ARRAY(ANY)) RETURN ARRAY(ANY)",Compact array by removing nulls,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_CONSTRUCT,,Y,N,N,0,-1,ARRAY_CONSTRUCT(ANY) RETURN ARRAY,the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_CONSTRUCT_COMPACT,,Y,N,N,0,-1,ARRAY_CONSTRUCT_COMPACT(ANY) RETURN ARRAY,the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_CONTAINS,,Y,N,N,2,2,"ARRAY_CONTAINS(VARIANT, ARRAY) RETURN BOOLEAN, ARRAY_CONTAINS(ANY, ARRAY(ANY)) RETURN BOOLEAN",Returns true if array contains value,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_DISTINCT,,Y,N,N,1,1,"ARRAY_DISTINCT(ARRAY) RETURN ARRAY, ARRAY_DISTINCT(ARRAY(ANY)) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_EXCEPT,,Y,N,N,2,2,"ARRAY_EXCEPT(ARRAY, ARRAY) RETURN ARRAY, ARRAY_EXCEPT(ARRAY(ANY), ARRAY(ANY)) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_FLATTEN,,Y,N,N,1,1,ARRAY_FLATTEN(ARRAY) RETURN ARRAY,the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_GENERATE_RANGE,,Y,N,N,2,3,"ARRAY_GENERATE_RANGE(NUMBER, NUMBER, DEFAULT NUMBER) RETURN ARRAY",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_INSERT,,Y,N,N,3,3,"ARRAY_INSERT(ARRAY, NUMBER, ANY) RETURN ARRAY, ARRAY_INSERT(ARRAY(ANY), NUMBER, ANY) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_INTERSECTION,,Y,N,N,2,2,"ARRAY_INTERSECTION(ARRAY, ARRAY) RETURN ARRAY, ARRAY_INTERSECTION(ARRAY(ANY), ARRAY(ANY)) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_MAX,,Y,N,N,1,1,"ARRAY_MAX(ARRAY) RETURN VARIANT, ARRAY_MAX(ARRAY(ANY)) RETURN ANY","the maximum defined element in the array, or NULL",,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_MIN,,Y,N,N,1,1,"ARRAY_MIN(ARRAY) RETURN VARIANT, ARRAY_MIN(ARRAY(ANY)) RETURN ANY","the minimum defined element in the array, or NULL",,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_POSITION,,Y,N,N,2,2,"ARRAY_POSITION(VARIANT, ARRAY) RETURN NUMBER, ARRAY_POSITION(ANY, ARRAY(ANY)) RETURN NUMBER",Returns the first index position of the element in the array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_PREPEND,,Y,N,N,2,2,"ARRAY_PREPEND(ARRAY, ANY) RETURN ARRAY, ARRAY_PREPEND(ARRAY(ANY), ANY) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_REMOVE,,Y,N,N,2,2,"ARRAY_REMOVE(ARRAY, VARIANT) RETURN ARRAY, ARRAY_REMOVE(ARRAY(ANY), ANY) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_REMOVE_AT,,Y,N,N,2,2,"ARRAY_REMOVE_AT(ARRAY, NUMBER) RETURN ARRAY, ARRAY_REMOVE_AT(ARRAY(ANY), NUMBER) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_REVERSE,,Y,N,N,1,1,"ARRAY_REVERSE(ARRAY) RETURN ARRAY, ARRAY_REVERSE(ARRAY(ANY)) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_SIZE,,Y,N,N,1,1,"ARRAY_SIZE(ARRAY) RETURN NUMBER, ARRAY_SIZE(ARRAY(ANY)) RETURN NUMBER, ARRAY_SIZE(VARIANT) RETURN NUMBER",Returns array size,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_SLICE,,Y,N,N,3,3,"ARRAY_SLICE(ARRAY, NUMBER, NUMBER) RETURN ARRAY, ARRAY_SLICE(ARRAY(ANY), NUMBER, NUMBER) RETURN ARRAY(ANY)",the resulting array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_SORT,,Y,N,N,1,3,"ARRAY_SORT(ARRAY, DEFAULT BOOLEAN, DEFAULT BOOLEAN) RETURN ARRAY, ARRAY_SORT(ARRAY(ANY), DEFAULT BOOLEAN, DEFAULT BOOLEAN) RETURN ARRAY(ANY)",the sorted array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_TO_STRING,,Y,N,N,2,2,"ARRAY_TO_STRING(ARRAY, VARCHAR) RETURN VARCHAR, ARRAY_TO_STRING(VARIANT, VARCHAR) RETURN VARCHAR",Convert array to a string,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_UNION_AGG,,Y,Y,N,1,1,"ARRAY_UNION_AGG(ARRAY) RETURN ARRAY, ARRAY_UNION_AGG(ARRAY(ANY)) RETURN ARRAY(ANY)",output array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ARRAY_UNIQUE_AGG,,Y,Y,N,1,1,ARRAY_UNIQUE_AGG(ANY) RETURN ARRAY,output array,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ASCII,,Y,N,N,1,1,ASCII(VARCHAR) RETURN NUMBER,Returns the ascii code of the first character of the string,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ASIN,,Y,N,N,1,1,ASIN(FLOAT) RETURN FLOAT,Compute the arcsine of the input expression (returned as radians).,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ASINH,,Y,N,N,1,1,ASINH(FLOAT) RETURN FLOAT,Compute the inverse hyperbolic sine of the input expression.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_ARRAY,,Y,N,N,1,1,AS_ARRAY(VARIANT) RETURN ARRAY,Use VARIANT value as ARRAY,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_BINARY,,Y,N,N,1,1,AS_BINARY(VARIANT) RETURN BINARY,Use VARIANT value as binary string,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_BOOLEAN,,Y,N,N,1,1,AS_BOOLEAN(VARIANT) RETURN BOOLEAN,Use VARIANT value as Boolean,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_CHAR,,Y,N,N,1,1,AS_CHAR(VARIANT) RETURN VARCHAR,Use VARIANT value as text string,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_DATE,,Y,N,N,1,1,AS_DATE(VARIANT) RETURN DATE,Use VARIANT value as DATE,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_DECIMAL,,Y,N,N,1,3,"AS_DECIMAL(VARIANT, DEFAULT NUMBER, DEFAULT NUMBER) RETURN NUMBER",Use VARIANT value as decimal fixed-point,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_DOUBLE,,Y,N,N,1,1,AS_DOUBLE(VARIANT) RETURN FLOAT,Use VARIANT value as real,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_INTEGER,,Y,N,N,1,2,"AS_INTEGER(VARIANT, DEFAULT NUMBER) RETURN NUMBER",Use VARIANT value as integer,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_NUMBER,,Y,N,N,1,3,"AS_NUMBER(VARIANT, DEFAULT NUMBER, DEFAULT NUMBER) RETURN NUMBER",Use VARIANT value as as decimal fixed-point,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_OBJECT,,Y,N,N,1,1,AS_OBJECT(VARIANT) RETURN OBJECT,Use VARIANT value as OBJECT,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_REAL,,Y,N,N,1,1,AS_REAL(VARIANT) RETURN FLOAT,Use VARIANT value as real,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_TIME,,Y,N,N,1,1,AS_TIME(VARIANT) RETURN TIME,Use VARIANT value as TIME,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_TIMESTAMP_LTZ,,Y,N,N,1,3,"AS_TIMESTAMP_LTZ(VARIANT, DEFAULT NUMBER) RETURN TIMESTAMP_LTZ",Use VARIANT value as TIMESTAMP_LTZ,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_TIMESTAMP_NTZ,,Y,N,N,1,3,"AS_TIMESTAMP_NTZ(VARIANT, DEFAULT NUMBER) RETURN TIMESTAMP_NTZ",Use VARIANT value as TIMESTAMP_NTZ,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_TIMESTAMP_TZ,,Y,N,N,1,3,"AS_TIMESTAMP_TZ(VARIANT, DEFAULT NUMBER) RETURN TIMESTAMP_TZ",Use VARIANT value as TIMESTAMP_TZ,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AS_VARCHAR,,Y,N,N,1,1,AS_VARCHAR(VARIANT) RETURN VARCHAR,Use VARIANT value as text sting,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ATAN,,Y,N,N,1,1,ATAN(FLOAT) RETURN FLOAT,Compute the arctangent of the input expression (returned as radians).,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ATAN2,,Y,N,N,2,2,"ATAN2(FLOAT, FLOAT) RETURN FLOAT","Compute the angle (in radians) between the x-axis and point (x, y).",,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,ATANH,,Y,N,N,1,1,ATANH(FLOAT) RETURN FLOAT,Compute the inverse hyperbolic tangent of the input expression (as radians).,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,AVG,,Y,Y,Y,1,1,"AVG(NUMBER) RETURN NUMBER, AVG(FLOAT) RETURN FLOAT",Returns the average of the values in a group. Null values are ignored.,,N,N,,,,N,SQL,N,N
2024-05-20 14:28:31.468 -0700,AVG,CORE,N,N,N,1,1,AVG(TABLE(FLOAT)) RETURN FLOAT,Average value of the column.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2024-05-20 14:28:31.268 -0700,AVG,CORE,N,N,N,1,1,AVG(TABLE(NUMBER)) RETURN NUMBER,Average value of the column.,SNOWFLAKE,N,N,Y,,,N,SQL,N,Y
2012-08-01 00:00:00.000 -0700,BASE64_DECODE_BINARY,,Y,N,N,1,2,"BASE64_DECODE_BINARY(VARCHAR, DEFAULT VARCHAR) RETURN BINARY",return decoded binary,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BASE64_DECODE_STRING,,Y,N,N,1,2,"BASE64_DECODE_STRING(VARCHAR, DEFAULT VARCHAR) RETURN VARCHAR",return decoded string,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BASE64_ENCODE,,Y,N,N,1,3,"BASE64_ENCODE(VARCHAR, DEFAULT NUMBER, DEFAULT VARCHAR) RETURN VARCHAR, BASE64_ENCODE(BINARY, DEFAULT NUMBER, DEFAULT VARCHAR) RETURN VARCHAR",return encoded string,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BETWEEN,,Y,N,Y,3,3,"BETWEEN(ANY, ANY) RETURN BOOLEAN",returns TRUE if the expression is between the two boundaries,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BINARY_AS_STRING,,Y,N,N,1,1,BINARY_AS_STRING(BINARY) RETURN VARCHAR,Returns the input interpreted as a string.,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITAND,,Y,N,N,2,3,"BITAND(NUMBER, NUMBER) RETURN NUMBER, BITAND(BINARY, BINARY, DEFAULT VARCHAR) RETURN BINARY",returns result of bitwise AND of integers x and y,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITANDAGG,,Y,Y,N,1,1,BITANDAGG(NUMBER) RETURN NUMBER,Returns the bitwise AND of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITAND_AGG,,Y,Y,N,1,1,BITAND_AGG(NUMBER) RETURN NUMBER,Returns the bitwise AND of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITCOUNT,,Y,N,N,1,1,BITCOUNT(NUMBER) RETURN NUMBER,returns the number of bits set in integer x,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITMAP_BIT_POSITION,,Y,N,N,1,2,BITMAP_BIT_POSITION(NUMBER) RETURN NUMBER,relative position in bitmap,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITMAP_BUCKET_NUMBER,,Y,N,N,1,2,BITMAP_BUCKET_NUMBER(NUMBER) RETURN NUMBER,bucket index of the destination bitmap,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITMAP_CONSTRUCT_AGG,,Y,Y,N,1,2,BITMAP_CONSTRUCT_AGG(NUMBER) RETURN BINARY,bitmap,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITMAP_COUNT,,Y,N,N,1,2,BITMAP_COUNT(BINARY) RETURN NUMBER,number of set bits in the bitmap,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITMAP_OR_AGG,,Y,Y,N,1,2,BITMAP_OR_AGG(BINARY) RETURN BINARY,destination bitmap,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITNOT,,Y,N,N,1,1,"BITNOT(NUMBER) RETURN NUMBER, BITNOT(BINARY) RETURN BINARY",returns result of bitwise negation of integer x,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITOR,,Y,N,N,2,3,"BITOR(NUMBER, NUMBER) RETURN NUMBER, BITOR(BINARY, BINARY, DEFAULT VARCHAR) RETURN BINARY",returns result of bitwise OR of integers x and y,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITORAGG,,Y,Y,N,1,1,BITORAGG(NUMBER) RETURN NUMBER,Returns the bitwise OR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITOR_AGG,,Y,Y,N,1,1,BITOR_AGG(NUMBER) RETURN NUMBER,Returns the bitwise OR of a column. Null values are ignored.,,N,Y,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITSHIFTLEFT,,Y,N,N,2,2,"BITSHIFTLEFT(NUMBER, NUMBER) RETURN NUMBER, BITSHIFTLEFT(BINARY, NUMBER) RETURN BINARY",returns result of arg1 bit-shifted left by arg2 bits,,N,N,,,,N,SQL,N,N
2012-08-01 00:00:00.000 -0700,BITSHIFTRIGHT,,Y,N,N,2,2,"BITSHIFTRIGHT(NUMBER, NUMBER) RETURN NUMBER, BITSHIFTRIGHT(BINARY, NUMBER) RETURN BINARY",returns result of arg1 bit-shifted right by arg2 bits,,N,N,,,,N,SQL,N,N
